Outage_ID,Region,Start_Time,Duration_Hours,End_Time,Cause,Customers_Affected,Weather_Condition
1606,Birmingham,2024-12-28 02:12:00,1.59,2024-12-28 03:47:24.000000000,Weather,2841,Clear
1607,Mobile,2023-08-21 00:54:00,0.06,2023-08-21 00:57:36.000000000,Equipment Failure,517,High Wind
1608,Rural North,2024-12-05 08:29:00,0.1,2024-12-05 08:35:00.000000000,Weather,414,Clear
1609,Rural South,2024-07-16 11:09:00,3.46,2024-07-16 14:36:36.000000000,Wildlife,1304,Heatwave
1610,Rural South,2024-12-26 06:49:00,5.46,2024-12-26 12:16:36.000000000,Weather,3635,Heavy Rain
1611,Montgomery,2024-10-24 20:34:00,3.69,2024-10-25 00:15:24.000000000,Weather,2829,Ice
1612,Huntsville,2024-03-15 21:56:00,1.56,2024-03-15 23:29:36.000000000,Weather,4769,Clear
1613,Montgomery,2024-05-16 16:26:00,0.09,2024-05-16 16:31:24.000000000,Wildlife,3647,Heatwave
1614,Rural South,2023-10-02 12:13:00,10.27,2023-10-02 22:29:12.000000000,Maintenance,1883,Heatwave
1615,Rural North,2023-03-17 18:58:00,12.88,2023-03-18 07:50:48.000000000,Other,1416,Storm
1616,Birmingham,2024-03-14 04:18:00,2.39,2024-03-14 06:41:24.000000000,Weather,3593,Ice
1617,Birmingham,2024-11-29 19:05:00,0.22,2024-11-29 19:18:12.000000000,Weather,1587,Heatwave
1618,Rural North,2023-10-16 04:58:00,2.34,2023-10-16 07:18:24.000000000,Equipment Failure,4386,Heavy Rain
1619,Rural South,2024-06-23 23:24:00,6.69,2024-06-24 06:05:24.000000000,Equipment Failure,3437,Clear
1620,Birmingham,2024-11-22 09:20:00,3.42,2024-11-22 12:45:12.000000000,Equipment Failure,646,Clear
1621,Birmingham,2023-09-10 04:56:00,3.82,2023-09-10 08:45:12.000000000,Weather,817,Storm
1622,Birmingham,2023-05-06 06:01:00,0.27,2023-05-06 06:17:12.000000000,Weather,2405,Heavy Rain
1623,Huntsville,2023-06-26 09:48:00,0.34,2023-06-26 10:08:24.000000000,Weather,4534,Heatwave
1624,Huntsville,2023-02-06 02:06:00,0.41,2023-02-06 02:30:36.000000000,Maintenance,1425,Storm
1625,Mobile,2024-02-14 03:16:00,7.04,2024-02-14 10:18:24.000000000,Equipment Failure,2459,Heatwave
1626,Montgomery,2024-09-02 03:40:00,2.24,2024-09-02 05:54:24.000000000,Wildlife,4770,Heatwave
1627,Rural North,2024-09-01 16:34:00,4.7,2024-09-01 21:16:00.000000000,Weather,4855,Ice
1628,Rural North,2023-05-07 01:30:00,0.37,2023-05-07 01:52:12.000000000,Wildlife,3506,High Wind
1629,Rural North,2024-04-27 06:50:00,7.88,2024-04-27 14:42:48.000000000,Equipment Failure,3598,Heatwave
1630,Mobile,2023-06-17 00:07:00,5.16,2023-06-17 05:16:36.000000000,Weather,4039,Clear
1631,Huntsville,2024-08-14 09:03:00,0.76,2024-08-14 09:48:36.000000000,Other,4742,Heatwave
1632,Rural South,2023-10-21 07:47:00,6.22,2023-10-21 14:00:12.000000000,Equipment Failure,524,Storm
1633,Rural South,2024-09-29 05:19:00,0.92,2024-09-29 06:14:12.000000000,Equipment Failure,3304,Heatwave
1634,Mobile,2023-12-09 23:37:00,0.69,2023-12-10 00:18:24.000000000,Maintenance,2918,Clear
1635,Rural South,2023-11-06 04:28:00,0.92,2023-11-06 05:23:12.000000000,Weather,2508,Clear
1636,Rural North,2024-10-23 20:14:00,7.22,2024-10-24 03:27:12.000000000,Maintenance,1376,Storm
1637,Montgomery,2024-06-11 01:00:00,7.42,2024-06-11 08:25:12.000000000,Wildlife,350,Clear
1638,Birmingham,2024-06-23 21:27:00,1.2,2024-06-23 22:39:00.000000000,Weather,3982,Heavy Rain
1639,Huntsville,2024-02-23 13:16:00,3.67,2024-02-23 16:56:12.000000000,Maintenance,1570,Heavy Rain
1640,Huntsville,2024-03-19 18:38:00,3.38,2024-03-19 22:00:48.000000000,Maintenance,2478,High Wind
1641,Mobile,2024-11-15 09:12:00,4.93,2024-11-15 14:07:48.000000000,Weather,2438,Heavy Rain
1642,Huntsville,2024-07-11 15:25:00,1.06,2024-07-11 16:28:36.000000000,Weather,3698,Storm
1643,Rural North,2023-08-24 11:00:00,2.14,2023-08-24 13:08:24.000000000,Weather,2705,Heatwave
1644,Rural South,2024-03-14 11:55:00,3.3,2024-03-14 15:13:00.000000000,Equipment Failure,2037,Heavy Rain
1645,Rural North,2023-08-02 12:58:00,0.08,2023-08-02 13:02:48.000000000,Wildlife,3762,High Wind
1646,Mobile,2023-03-26 03:13:00,1.42,2023-03-26 04:38:12.000000000,Equipment Failure,325,Ice
1647,Rural North,2023-03-26 08:01:00,3.57,2023-03-26 11:35:11.999999999,Weather,3999,Ice
1648,Rural South,2024-05-03 22:39:00,0.87,2024-05-03 23:31:12.000000000,Equipment Failure,1111,Storm
1649,Montgomery,2023-03-06 20:19:00,9.49,2023-03-07 05:48:24.000000000,Wildlife,540,High Wind
1650,Mobile,2024-10-07 14:14:00,0.09,2024-10-07 14:19:24.000000000,Weather,2412,Heavy Rain
1651,Montgomery,2024-10-24 21:12:00,9.52,2024-10-25 06:43:12.000000000,Wildlife,1869,High Wind
1652,Birmingham,2024-09-18 08:17:00,0.73,2024-09-18 09:00:48.000000000,Maintenance,4767,Clear
1653,Montgomery,2023-03-05 03:31:00,0.15,2023-03-05 03:40:00.000000000,Weather,1229,High Wind
1654,Birmingham,2023-12-09 11:04:00,1.04,2023-12-09 12:06:24.000000000,Weather,4232,Heavy Rain
1655,Birmingham,2023-12-18 11:09:00,4.63,2023-12-18 15:46:48.000000000,Equipment Failure,4454,Storm
1656,Montgomery,2023-06-07 03:40:00,4.19,2023-06-07 07:51:24.000000000,Maintenance,1776,Clear
1657,Mobile,2024-08-11 04:32:00,0.7,2024-08-11 05:14:00.000000000,Wildlife,1077,High Wind
1658,Rural South,2024-05-05 19:37:00,0.66,2024-05-05 20:16:36.000000000,Equipment Failure,737,Ice
1659,Rural North,2024-10-19 21:12:00,3.09,2024-10-20 00:17:24.000000000,Weather,253,Heavy Rain
1660,Rural North,2024-04-07 04:38:00,1.84,2024-04-07 06:28:24.000000000,Weather,1795,Storm
1661,Rural South,2023-08-13 13:35:00,4.71,2023-08-13 18:17:36.000000000,Maintenance,721,Heatwave
1662,Birmingham,2023-11-09 04:35:00,0.07,2023-11-09 04:39:12.000000000,Weather,2903,Heavy Rain
1663,Birmingham,2024-09-06 16:44:00,2.83,2024-09-06 19:33:48.000000000,Maintenance,3160,High Wind
1664,Mobile,2024-04-10 08:33:00,3.94,2024-04-10 12:29:24.000000000,Weather,4191,Storm
1665,Huntsville,2023-03-29 18:31:00,15.06,2023-03-30 09:34:36.000000000,Weather,1518,Ice
1666,Montgomery,2023-10-30 15:22:00,3.41,2023-10-30 18:46:36.000000000,Weather,280,Clear
1667,Birmingham,2024-11-10 10:41:00,0.79,2024-11-10 11:28:24.000000000,Weather,1807,High Wind
1668,Rural North,2024-03-10 08:24:00,0.34,2024-03-10 08:44:24.000000000,Equipment Failure,2570,Storm
1669,Mobile,2024-11-12 09:49:00,3.07,2024-11-12 12:53:12.000000000,Weather,3570,Clear
1670,Montgomery,2023-05-15 12:51:00,2.22,2023-05-15 15:04:12.000000000,Other,4013,Storm
1671,Mobile,2023-02-19 21:04:00,6.88,2023-02-20 03:56:48.000000000,Equipment Failure,2187,Heatwave
1672,Montgomery,2024-03-07 12:19:00,3.89,2024-03-07 16:12:24.000000000,Equipment Failure,847,High Wind
1673,Montgomery,2023-12-06 11:14:00,2.14,2023-12-06 13:22:24.000000000,Equipment Failure,2827,Storm
1674,Rural South,2023-12-13 20:59:00,1.55,2023-12-13 22:32:00.000000000,Equipment Failure,3724,Ice
1675,Birmingham,2024-10-07 16:53:00,1.55,2024-10-07 18:26:00.000000000,Weather,3088,Storm
1676,Mobile,2023-12-13 02:07:00,0.77,2023-12-13 02:53:12.000000000,Other,2909,High Wind
1677,Mobile,2024-10-10 08:22:00,0.05,2024-10-10 08:25:00.000000000,Equipment Failure,1786,Storm
1678,Rural South,2023-09-02 20:23:00,2.57,2023-09-02 22:57:11.999999999,Weather,1660,Clear
1679,Rural North,2023-04-19 15:01:00,0.72,2023-04-19 15:44:12.000000000,Equipment Failure,2958,Clear
1680,Rural North,2024-06-16 09:02:00,0.7,2024-06-16 09:44:00.000000000,Equipment Failure,2530,Heatwave
1681,Birmingham,2023-03-31 08:11:00,0.4,2023-03-31 08:35:00.000000000,Weather,2395,Heavy Rain
1682,Birmingham,2023-10-23 17:24:00,0.63,2023-10-23 18:01:48.000000000,Other,4424,Heatwave
1683,Huntsville,2023-04-22 20:57:00,0.1,2023-04-22 21:03:00.000000000,Weather,2778,Heavy Rain
1684,Rural South,2024-08-11 11:53:00,3.36,2024-08-11 15:14:36.000000000,Equipment Failure,4248,Ice
1685,Rural North,2023-06-26 13:10:00,1.54,2023-06-26 14:42:24.000000000,Other,2714,Clear
1686,Montgomery,2023-12-09 06:55:00,2.47,2023-12-09 09:23:12.000000000,Weather,1182,Heavy Rain
1687,Mobile,2024-10-21 02:27:00,3.04,2024-10-21 05:29:24.000000000,Weather,2528,Storm
1688,Birmingham,2023-04-11 16:09:00,10.78,2023-04-12 02:55:48.000000000,Weather,372,Ice
1689,Mobile,2024-09-20 00:28:00,0.21,2024-09-20 00:40:36.000000000,Weather,659,High Wind
1690,Mobile,2024-08-26 23:04:00,1.62,2024-08-27 00:41:12.000000000,Weather,2266,Heavy Rain
1691,Huntsville,2024-02-05 05:07:00,0.85,2024-02-05 05:58:00.000000000,Wildlife,3146,Heatwave
1692,Rural North,2023-01-28 02:41:00,1.94,2023-01-28 04:37:24.000000000,Wildlife,4654,Heavy Rain
1693,Birmingham,2024-06-20 14:28:00,7.59,2024-06-20 22:03:24.000000000,Maintenance,1145,Heatwave
1694,Mobile,2023-02-27 14:11:00,3.86,2023-02-27 18:02:36.000000000,Weather,4368,Heatwave
1695,Birmingham,2024-05-12 01:00:00,3.25,2024-05-12 04:15:00.000000000,Wildlife,3157,Clear
1696,Montgomery,2023-10-24 02:04:00,1.75,2023-10-24 03:49:00.000000000,Equipment Failure,4871,Ice
1697,Huntsville,2023-05-14 18:14:00,3.34,2023-05-14 21:34:24.000000000,Weather,885,Heatwave
1698,Montgomery,2023-11-27 13:57:00,0.1,2023-11-27 14:03:00.000000000,Equipment Failure,3752,Clear
1699,Birmingham,2023-09-06 07:45:00,2.65,2023-09-06 10:24:00.000000000,Weather,3861,Clear
1700,Birmingham,2024-07-03 04:02:00,2.42,2024-07-03 06:27:12.000000000,Other,1162,Heatwave
1701,Rural North,2023-03-16 20:44:00,1.28,2023-03-16 22:00:48.000000000,Equipment Failure,1932,Ice
1702,Mobile,2024-10-15 07:52:00,0.68,2024-10-15 08:32:48.000000000,Maintenance,638,Storm
1703,Mobile,2023-06-17 15:58:00,4.94,2023-06-17 20:54:24.000000000,Maintenance,3029,Heavy Rain
1704,Montgomery,2024-05-17 08:52:00,0.17,2024-05-17 09:02:12.000000000,Maintenance,1734,Clear
1705,Huntsville,2023-12-21 08:13:00,0.22,2023-12-21 08:26:12.000000000,Weather,4758,Heavy Rain
1706,Rural South,2023-08-13 14:58:00,1.74,2023-08-13 16:42:24.000000000,Equipment Failure,1138,Ice
1707,Mobile,2024-10-25 01:21:00,0.87,2024-10-25 02:13:12.000000000,Wildlife,4571,Storm
1708,Rural North,2024-06-14 14:15:00,4.1,2024-06-14 18:21:00.000000000,Weather,773,High Wind
1709,Montgomery,2023-05-26 14:38:00,3.02,2023-05-26 17:39:12.000000000,Other,1029,Storm
1710,Montgomery,2023-08-29 15:22:00,4.44,2023-08-29 19:48:24.000000000,Equipment Failure,3983,Ice
1711,Rural South,2023-12-10 00:11:00,1.18,2023-12-10 01:21:48.000000000,Weather,3937,Storm
1712,Rural North,2023-02-04 21:26:00,4.05,2023-02-05 01:29:00.000000000,Equipment Failure,2851,High Wind
1713,Huntsville,2024-12-02 07:28:00,5.95,2024-12-02 13:25:00.000000000,Wildlife,2957,Clear
1714,Rural North,2023-01-01 20:15:00,1.27,2023-01-01 21:31:12.000000000,Equipment Failure,684,Storm
1715,Huntsville,2023-06-02 12:41:00,1.25,2023-06-02 13:56:00.000000000,Equipment Failure,1018,Heatwave
1716,Rural North,2024-03-04 18:57:00,6.91,2024-03-05 01:51:36.000000000,Equipment Failure,1236,Heatwave
1717,Rural North,2024-05-22 00:25:00,0.15,2024-05-22 00:34:00.000000000,Equipment Failure,1645,Ice
1718,Birmingham,2023-05-06 08:27:00,1.29,2023-05-06 09:44:23.999999999,Weather,4386,Storm
1719,Montgomery,2024-05-05 01:01:00,0.38,2024-05-05 01:23:48.000000000,Weather,333,High Wind
1720,Rural North,2024-04-26 03:48:00,0.09,2024-04-26 03:53:24.000000000,Weather,2848,Ice
1721,Rural South,2023-12-11 10:06:00,0.36,2023-12-11 10:27:36.000000000,Weather,3820,Storm
1722,Rural North,2023-08-09 17:38:00,1.69,2023-08-09 19:19:24.000000000,Weather,1695,Ice
1723,Mobile,2024-12-23 14:50:00,3.48,2024-12-23 18:18:48.000000000,Equipment Failure,3722,Heatwave
1724,Montgomery,2023-01-25 12:40:00,1.02,2023-01-25 13:41:12.000000000,Equipment Failure,551,High Wind
1725,Mobile,2024-06-11 09:54:00,5.68,2024-06-11 15:34:48.000000000,Weather,2954,Clear
1726,Montgomery,2023-07-01 17:28:00,1.73,2023-07-01 19:11:48.000000000,Weather,1337,High Wind
1727,Mobile,2024-05-13 17:35:00,10.35,2024-05-14 03:56:00.000000000,Weather,648,Clear
1728,Rural North,2024-10-02 17:15:00,9.25,2024-10-03 02:30:00.000000000,Weather,4541,Heavy Rain
1729,Rural North,2023-02-11 22:22:00,4.45,2023-02-12 02:49:00.000000000,Weather,2270,Heatwave
1730,Birmingham,2024-04-25 00:00:00,8.08,2024-04-25 08:04:48.000000000,Equipment Failure,1439,Heatwave
1731,Rural South,2024-03-14 19:19:00,3.68,2024-03-14 22:59:48.000000000,Weather,2875,Heatwave
1732,Mobile,2024-02-06 20:19:00,6.78,2024-02-07 03:05:48.000000000,Equipment Failure,971,High Wind
1733,Huntsville,2024-06-29 02:12:00,0.81,2024-06-29 03:00:36.000000000,Maintenance,2972,Clear
1734,Birmingham,2023-12-11 01:25:00,1.27,2023-12-11 02:41:12.000000000,Weather,2478,Heavy Rain
1735,Mobile,2023-02-14 22:27:00,4.19,2023-02-15 02:38:24.000000000,Weather,3238,Heavy Rain
1736,Mobile,2024-10-07 20:03:00,1.66,2024-10-07 21:42:36.000000000,Weather,138,Heavy Rain
1737,Birmingham,2023-01-21 08:35:00,5.45,2023-01-21 14:02:00.000000000,Weather,4409,Ice
1738,Rural North,2024-09-25 02:54:00,6.3,2024-09-25 09:12:00.000000000,Weather,3976,High Wind
1739,Mobile,2023-03-11 12:42:00,1.07,2023-03-11 13:46:12.000000000,Maintenance,926,High Wind
1740,Rural North,2023-02-17 17:24:00,5.2,2023-02-17 22:36:00.000000000,Weather,1260,Heatwave
1741,Birmingham,2024-05-05 16:36:00,0.5,2024-05-05 17:06:00.000000000,Other,2208,High Wind
1742,Rural North,2024-07-04 18:48:00,1.22,2024-07-04 20:01:12.000000000,Weather,4698,High Wind
1743,Montgomery,2023-10-14 09:37:00,2.19,2023-10-14 11:48:24.000000000,Maintenance,4083,Ice
1744,Huntsville,2023-01-10 00:48:00,0.77,2023-01-10 01:34:12.000000000,Maintenance,3797,High Wind
1745,Mobile,2024-06-25 08:47:00,2.6,2024-06-25 11:23:00.000000000,Weather,949,Clear
1746,Rural South,2023-10-01 02:24:00,2.59,2023-10-01 04:59:24.000000000,Weather,2288,Heavy Rain
1747,Huntsville,2024-08-22 22:43:00,0.7,2024-08-22 23:25:00.000000000,Equipment Failure,1011,Ice
1748,Rural North,2024-01-16 12:41:00,4.76,2024-01-16 17:26:36.000000000,Wildlife,3782,Ice
1749,Mobile,2023-11-25 22:57:00,3.0,2023-11-26 01:57:00.000000000,Weather,2222,Heatwave
1750,Rural North,2024-04-23 18:18:00,1.15,2024-04-23 19:27:00.000000000,Weather,1620,High Wind
1751,Montgomery,2023-01-15 15:28:00,0.79,2023-01-15 16:15:24.000000000,Weather,1637,Heavy Rain
1752,Birmingham,2024-05-30 13:13:00,6.33,2024-05-30 19:32:48.000000000,Weather,3147,Clear
1753,Mobile,2023-07-10 05:18:00,5.42,2023-07-10 10:43:12.000000000,Other,4001,Heavy Rain
1754,Montgomery,2023-06-17 18:30:00,0.78,2023-06-17 19:16:48.000000000,Maintenance,1113,Storm
1755,Montgomery,2024-06-04 11:37:00,0.11,2024-06-04 11:43:36.000000000,Weather,2197,Heavy Rain
1756,Mobile,2024-09-12 14:06:00,4.9,2024-09-12 19:00:00.000000000,Weather,4235,Clear
1757,Rural North,2023-05-17 13:02:00,2.87,2023-05-17 15:54:12.000000000,Weather,3042,Clear
1758,Rural South,2023-06-03 00:41:00,0.32,2023-06-03 01:00:12.000000000,Wildlife,2823,Clear
1759,Montgomery,2024-01-23 18:36:00,2.66,2024-01-23 21:15:36.000000000,Other,2503,Ice
1760,Huntsville,2023-07-28 08:48:00,1.81,2023-07-28 10:36:36.000000000,Weather,3913,Ice
1761,Montgomery,2023-09-29 21:28:00,4.47,2023-09-30 01:56:12.000000000,Equipment Failure,38,Storm
1762,Rural South,2023-05-23 04:51:00,0.7,2023-05-23 05:33:00.000000000,Other,4069,Heavy Rain
1763,Rural North,2024-09-02 16:08:00,1.81,2024-09-02 17:56:36.000000000,Weather,1270,High Wind
1764,Rural North,2023-03-10 01:36:00,0.51,2023-03-10 02:06:36.000000000,Weather,3680,Heatwave
1765,Huntsville,2023-09-04 18:38:00,9.48,2023-09-05 04:06:48.000000000,Weather,4904,Storm
1766,Montgomery,2023-09-18 22:29:00,4.53,2023-09-19 03:00:48.000000000,Weather,3520,High Wind
1767,Rural North,2023-03-20 01:13:00,4.0,2023-03-20 05:13:00.000000000,Weather,2346,High Wind
1768,Rural South,2024-10-19 22:39:00,3.52,2024-10-20 02:10:12.000000000,Other,3333,Storm
1769,Mobile,2024-09-14 18:11:00,1.65,2024-09-14 19:50:00.000000000,Equipment Failure,109,Heavy Rain
1770,Birmingham,2024-08-27 12:37:00,7.7,2024-08-27 20:19:00.000000000,Weather,3666,Heatwave
1771,Birmingham,2024-06-08 18:20:00,0.23,2024-06-08 18:33:48.000000000,Weather,4527,High Wind
1772,Birmingham,2024-09-12 03:27:00,4.88,2024-09-12 08:19:48.000000000,Maintenance,703,Ice
1773,Montgomery,2023-11-26 20:44:00,0.73,2023-11-26 21:27:48.000000000,Weather,4811,Ice
1774,Huntsville,2023-07-08 21:25:00,1.17,2023-07-08 22:35:12.000000000,Weather,27,Storm
1775,Rural North,2023-04-05 06:49:00,2.2,2023-04-05 09:01:00.000000000,Weather,3719,Heatwave
1776,Mobile,2024-09-08 05:30:00,4.58,2024-09-08 10:04:47.999999999,Maintenance,2780,Heatwave
1777,Rural South,2023-01-08 05:43:00,5.47,2023-01-08 11:11:12.000000000,Weather,1040,High Wind
1778,Mobile,2023-03-08 16:28:00,2.63,2023-03-08 19:05:48.000000000,Weather,4485,Storm
1779,Rural South,2024-05-10 12:50:00,1.55,2024-05-10 14:23:00.000000000,Equipment Failure,4219,Heatwave
1780,Montgomery,2023-07-10 01:13:00,8.78,2023-07-10 09:59:48.000000000,Weather,1629,Heatwave
1781,Birmingham,2024-01-01 04:13:00,0.85,2024-01-01 05:04:00.000000000,Other,860,Ice
1782,Montgomery,2024-06-04 15:58:00,4.88,2024-06-04 20:50:48.000000000,Equipment Failure,1906,Storm
1783,Huntsville,2023-04-27 13:39:00,2.84,2023-04-27 16:29:24.000000000,Weather,985,High Wind
1784,Huntsville,2023-09-24 16:25:00,1.42,2023-09-24 17:50:12.000000000,Weather,2526,High Wind
1785,Rural South,2024-09-02 05:31:00,0.0,2024-09-02 05:31:00.000000000,Equipment Failure,4198,Ice
1786,Rural North,2024-04-29 23:41:00,1.78,2024-04-30 01:27:48.000000000,Weather,1525,Clear
1787,Rural North,2024-05-23 22:48:00,0.97,2024-05-23 23:46:12.000000000,Maintenance,1135,Clear
1788,Rural South,2023-10-25 12:26:00,0.33,2023-10-25 12:45:48.000000000,Equipment Failure,502,Heatwave
1789,Huntsville,2023-06-13 13:55:00,0.23,2023-06-13 14:08:48.000000000,Equipment Failure,3046,Heavy Rain
1790,Huntsville,2024-01-11 07:34:00,1.28,2024-01-11 08:50:48.000000000,Other,2536,Ice
1791,Huntsville,2024-10-14 18:58:00,2.86,2024-10-14 21:49:36.000000000,Weather,176,Heavy Rain
1792,Montgomery,2023-09-25 05:12:00,5.45,2023-09-25 10:39:00.000000000,Equipment Failure,4245,Heatwave
1793,Huntsville,2024-07-02 16:57:00,0.61,2024-07-02 17:33:36.000000000,Maintenance,4199,Ice
1794,Mobile,2023-03-15 03:47:00,1.66,2023-03-15 05:26:36.000000000,Wildlife,585,High Wind
1795,Birmingham,2024-05-22 13:53:00,1.49,2024-05-22 15:22:24.000000000,Equipment Failure,615,Ice
1796,Huntsville,2023-03-14 14:17:00,2.16,2023-03-14 16:26:36.000000000,Maintenance,3353,Storm
1797,Rural South,2023-11-04 21:08:00,4.98,2023-11-05 02:06:48.000000000,Weather,1828,Heavy Rain
1798,Birmingham,2023-07-18 13:37:00,2.42,2023-07-18 16:02:12.000000000,Equipment Failure,1165,Ice
1799,Montgomery,2023-05-10 16:57:00,5.63,2023-05-10 22:34:48.000000000,Weather,4689,Heavy Rain
1800,Rural South,2024-07-25 08:47:00,2.19,2024-07-25 10:58:24.000000000,Maintenance,825,Heatwave
1801,Birmingham,2024-09-06 15:49:00,2.78,2024-09-06 18:35:48.000000000,Weather,2650,Ice
1802,Rural South,2024-05-01 07:06:00,1.73,2024-05-01 08:49:48.000000000,Weather,1545,Clear
1803,Montgomery,2023-05-31 00:41:00,5.2,2023-05-31 05:53:00.000000000,Other,2743,Heavy Rain
1804,Mobile,2024-10-30 07:44:00,7.72,2024-10-30 15:27:12.000000000,Weather,972,High Wind
1805,Montgomery,2023-07-25 04:37:00,3.06,2023-07-25 07:40:36.000000000,Weather,3044,High Wind
1806,Montgomery,2023-06-28 13:55:00,5.16,2023-06-28 19:04:36.000000000,Weather,2057,Ice
1807,Rural South,2023-07-16 00:18:00,0.18,2023-07-16 00:28:48.000000000,Weather,4551,High Wind
1808,Rural North,2023-03-30 01:05:00,7.1,2023-03-30 08:11:00.000000000,Equipment Failure,3870,High Wind
1809,Huntsville,2024-03-09 02:46:00,0.63,2024-03-09 03:23:48.000000000,Weather,1524,Heavy Rain
1810,Huntsville,2023-07-02 16:59:00,0.89,2023-07-02 17:52:24.000000000,Weather,3361,Ice
1811,Mobile,2023-07-28 06:42:00,0.16,2023-07-28 06:51:36.000000000,Weather,1077,Heavy Rain
1812,Mobile,2024-05-07 06:48:00,10.09,2024-05-07 16:53:24.000000000,Weather,891,Ice
1813,Huntsville,2023-05-10 01:51:00,5.73,2023-05-10 07:34:48.000000000,Weather,3649,High Wind
1814,Rural North,2024-10-26 21:37:00,7.33,2024-10-27 04:56:48.000000000,Equipment Failure,1559,Ice
1815,Huntsville,2023-01-13 23:50:00,5.64,2023-01-14 05:28:24.000000000,Weather,2747,Heatwave
1816,Rural North,2024-09-25 23:16:00,1.96,2024-09-26 01:13:36.000000000,Weather,4567,Ice
1817,Mobile,2023-04-16 09:56:00,7.73,2023-04-16 17:39:48.000000000,Wildlife,110,Storm
1818,Birmingham,2024-01-10 10:50:00,10.47,2024-01-10 21:18:12.000000000,Wildlife,3542,Ice
1819,Rural South,2024-08-04 17:42:00,2.09,2024-08-04 19:47:24.000000000,Weather,2826,Storm
1820,Mobile,2024-12-07 01:44:00,0.58,2024-12-07 02:18:47.999999999,Weather,417,Heavy Rain
1821,Mobile,2024-11-28 05:23:00,3.22,2024-11-28 08:36:12.000000000,Equipment Failure,2525,Storm
1822,Montgomery,2023-04-09 16:31:00,11.12,2023-04-10 03:38:12.000000000,Equipment Failure,1749,Heavy Rain
1823,Montgomery,2024-08-16 23:57:00,6.17,2024-08-17 06:07:12.000000000,Other,4062,Ice
1824,Montgomery,2024-08-09 07:08:00,5.94,2024-08-09 13:04:24.000000000,Weather,268,Heavy Rain
1825,Rural South,2023-07-11 10:34:00,8.15,2023-07-11 18:43:00.000000000,Equipment Failure,518,High Wind
1826,Montgomery,2023-11-21 12:09:00,6.73,2023-11-21 18:52:48.000000000,Wildlife,3831,Heatwave
1827,Rural North,2024-12-26 14:48:00,4.49,2024-12-26 19:17:24.000000000,Equipment Failure,4414,Ice
1828,Huntsville,2024-04-11 18:04:00,3.8,2024-04-11 21:52:00.000000000,Weather,3693,Storm
1829,Birmingham,2024-01-02 22:10:00,0.92,2024-01-02 23:05:12.000000000,Weather,4730,Heatwave
1830,Mobile,2023-11-14 22:57:00,2.91,2023-11-15 01:51:36.000000000,Weather,3736,Clear
1831,Rural North,2023-05-24 06:32:00,2.21,2023-05-24 08:44:36.000000000,Weather,688,Heatwave
1832,Birmingham,2024-01-19 03:23:00,5.94,2024-01-19 09:19:24.000000000,Maintenance,1293,Ice
1833,Rural North,2023-08-04 04:17:00,2.03,2023-08-04 06:18:48.000000000,Weather,4847,Heatwave
1834,Rural North,2023-12-27 08:05:00,0.41,2023-12-27 08:29:36.000000000,Weather,916,Heatwave
1835,Mobile,2023-11-20 07:25:00,0.01,2023-11-20 07:25:36.000000000,Wildlife,277,High Wind
1836,Huntsville,2023-01-15 20:03:00,3.4,2023-01-15 23:27:00.000000000,Equipment Failure,3113,Heavy Rain
